text|is_offensive|target
her ikiniz haklı olamazsınız|0|OTHER
ama yüzüğü olmadan sadece sıradan bir insandır|0|OTHER
ben ise gecelerle avunuyorum|0|OTHER
böyle bir uygulama yorumu hukuka ve yasaya aykırı değildir|0|OTHER
uluslararası artvin kültür turizm ve yöresel ürünler tanıtım fuarıyla şehrin marka değerinin yükseltilerek kentin türkiye ve dünyada tanıtımının yapılmasının amaçlandığını söyledi|0|OTHER
Denize düşsem yılana sarılırım sana değil|1|INSULT
bu kurallar topluluk yasantisinin butun alanlarini kapsar ve duzenler|0|OTHER
ibnelik yaptırtma|1|PROFANITY
Cinlilerde akil olsa yerde gezinen bocekleri yemezlerdi|1|RACIST
betimlemeler lahdin yan yüzlerinde mitolojiden alınma sahneler vardır|0|OTHER
hem şiire adamıştı hem halkına|0|OTHER
bu işlemi operatör kendi kendine yapabilir|0|OTHER
bence onun doğum günü yas günü ilan edilmeli|1|INSULT
Türk ile dostluk yap ama sopayı elinden bırakma çünkü onlara çok da güven olmaz|1|RACIST
Ciğeri beş para etmez adamlarla uğraşma|1|INSULT
kadın gibi ince düşünüp durma|1|SEXIST
özgüven desen sıfır= sen nasıl yurtdışına gideceksin|1|INSULT
ölmüşünü siksinler|1|PROFANITY
e|0|OTHER
ergen ergen hareketlere bak|1|INSULT
dilin çok sakat|1|INSULT
yönetimimizde sorun varmış gibi göstermeye çalışma gayretleri beyhudedir|0|OTHER
avam ağızla konuşma|1|INSULT
o bir süre mutluydu|0|OTHER
Kadınların karar alma süreçlerinde daha fazla yer alması gerektiğini savunuyorum.|0|other
erkeklerin gözü dışarıda olur|1|SEXIST
kürdün kafasındaki kırk tilki vardır sen onlarla yarışabilir misin|1|RACIST
onlar hayatın hissedilir yaşanır unsurları|0|OTHER
yapamayacağını biliyordum|1|INSULT
Kiz bidonlari nasil kaldirdi erkek gibi maasallah|1|SEXIST
ateşek siki yemiş oğlak seni|1|PROFANITY
kalabalıktan bir çığlık yükseldi|0|OTHER
Fahise anandur orosbu curumus amını sikeirm senin|1|PROFANITY
Ben senin gibileri ipe dizer tespih yaparim|1|INSULT
Bu gibi konularda birazcık duruşun olsun|1|INSULT
senin fare tutmuşluğun kadar benim kedi sikmişliğim var|1|PROFANITY
Köpek gibi kokuyorsun|1|INSULT
Onun gibi birinden iyilik- beklenmezdi|1|INSULT
Suriyelilere yönelik düşmanlık kışkırtılırken kullanılan argümanlarla almanyadakilerin ne kadar benzeştiğini görebilirsiniz|1|RACIST
Erkek dediğin elini masaya vurmalıdır|1|SEXIST
tuz basayım senin amına|1|PROFANITY
niye kaçıyorsun ulan israil dölü|1|RACIST
darbelerin kötü olduğunu söyledi|0|OTHER
mandıracılık konusunda destek& beklenmekte|0|OTHER
Araplar kadar pissin|1|RACIST
kafatasının içini açsalar beyin bulamazlar|1|INSULT
Kıllık yapma|1|INSULT
Yaptığı işi bak senin ben ananı avradını sikim.|1|PROFANITY
Bu tavrını 5 yaşındaki çocuk göstermez|1|INSULT
hangi açıdan önemli buluyorsunuz|0|OTHER
Buyurmadan tutan evlat gün doğmadan kalkan avrat deh demeden yürüyen at|1|SEXIST
yukarıdaki paragrafı geniş zamanda yazmaya başladık|0|OTHER
enflasyonun en büyük nedeni bu mülteciler|1|RACIST
kadınlar anca dedikodu yapar|1|SEXIST
Kız olmasan ağır konuşurdum da|1|SEXIST
Türkler araba süremiyor|1|RACIST
Kadınların akademik alanda daha fazla başarı göstermesi gerektiğini savunuyorum.|0|other
sülaleyin amına koyum|1|PROFANITY
çokta güzel sikerler seni|1|PROFANITY
Kalanlar gideni gönlünde taşır.|1|OTHER
sizlere de bu işbirliği içinde olduğunuz ve kitaplarınızla kütüphanemizi zenginleştirdiğiniz için çok teşekkür ediyorum dedi|0|OTHER
Uzaktan kendini izleyebilseydin ne kadar budalayım derdin|1|INSULT
Fikirlerin her zaman aptalca|1|INSULT
egosunu siktigim|1|PROFANITY
Yanlış anlamazsanız bir şey söylemek istiyorum: çemberinize sokayım yeter.|1|PROFANITY
Bana öğretmeden beni yargılamanız hoş değildi|1|OTHER
bu soruna bir çözüm olabilir|0|OTHER
Benim dengim bile olamaz|1|INSULT
ayı gibi bir adam|1|INSULT
Konyalıları da erzurumluları da sevmiyorum din adı altında yobazlık yapıyorlar|1|RACIST
O ağzını topla yoksa sıçarım o ağzına|1|PROFANITY
luca denilen yerden bitme ANGELIMın ilişkisine çomak sokmuş SENİ NEGATİFE BOĞARIM ÇOCUK|1|INSULT
açıkçası sana puştluk yapmış|1|INSULT
"Kulaklarınızı tıkadığınız ""tekbirler"" ne taraftan geliyorsa Müslümanlar da oradadır"|1|RACIST
Evde hatun olmazsa boran çıkar|1|SEXIST
dünyanın dört bir yanından katılan tasarımcılarımız da var|0|OTHER
kadının hamaratım diyeni değil yapıp önüne getireni maküldür|1|SEXIST
formun nasıl olacağına karar verdikten sonra katsayılar bulunur|0|OTHER
hastaneye kısa bir süre kala talihsiz genç hayata veda etti|0|OTHER
am kokteyli|1|PROFANITY
yarrağımın antifirizi|1|PROFANITY
Hayvan gibi yemek yedi|1|INSULT
gavur olusu gibi numara yapma|1|RACIST
Kurtler gibi konusuyosun|1|RACIST
amcık ağızlı sokayım|1|PROFANITY
işkembe suratlı|1|INSULT
sen bu beyninle bilgisayar kullanmayı nasıl öğrendin hayret doğrusu|1|INSULT
beynin sulanmış senin|1|INSULT
amını siktirtmiş beni aldatmış|1|PROFANITY
Eski zamanlarda Floridada siyahi bebeklerin timsah yemi olarak kullanıyorlardı|1|RACIST
muhtaç olduğumuz kudret damarlarımızdaki asıl kanda mevcuttur|0|OTHER
hemen polislere haber verir|0|OTHER
anneannemden sonra erkek çocukları olmaya başlıyor adamın|0|OTHER
Bir toplumda ırk çeşitliliği, ekonomik ve kültürel gelişimi artırabilir.|0|other
yarak kurek seyler mi yazsam yoksa asgim bebegim cicegim mi yazsam|1|PROFANITY
kürdan bacaklı|1|INSULT
ilk adım hep erkeklerden gelmeli|1|SEXIST
yapılabilen küçük parçaların ıslah edilmesi aralıkların bilinir kılınması|0|OTHER
kamu eliyle ivedilikle bir sanayileşme süreci başlatılmalıdır|0|OTHER
tek suçum kadı olmaktı|1|SEXIST
polonyalılar katledilmeli|1|RACIST
bilgisayarda doğru fotoğrafın görüntülendiğinden emin olunuz|0|OTHER
Ölsen arkandan sana üzülecek adam yok|1|INSULT
cibiliyetini sikeyim|1|PROFANITY
hastalarda kan kaybı olmadığından kan transfüzyonu gerekli olmaz|0|OTHER
Yüzüme ahmak gibi bakmayı kes.|1|INSULT
o dergiyi masaya koydu|0|OTHER
Arnavut inadı fenadır|1|RACIST
onun bu gavur inadını kimse kıramaz|1|RACIST
Ermeni komşularımızla sorun yaşamaktan sııkıldık|1|RACIST
gavur tohumundan gelme|1|RACIST
Türkiyedeki dilenci sayısı azdı bu yüzden Suriyeli dilenciler boşlukları doldurdular|1|RACIST
ejderhalar kitabını çok= fazla< okuduğu için ejderhalar hakkındaki bilgileri bilir|0|OTHER
kuru götlü teneke|1|PROFANITY
sürekli cisme etkiyen toplam kuvvet cisme etki eden cisim kuvveti ve temas kuvveti belirli bir nokta ile ilgili moment kuvvetine karşılık gelen yoldur|0|OTHER
ben kacarim kanciktan sikim cikmaz amciktan|1|PROFANITY
Etek giymiş kadına tecavüz eden erkek suçlu sayılmaz|1|SEXIST
o kadar üşengeçti ki erindiğinden Ermeni'ye dayı derdi|1|RACIST
Erkeğin nefsi birdir kadınınki 9|1|SEXIST
butun multeciler sinir disi edilsin yedigi kaba pisleten bizim kardesimiz olamaz|1|RACIST
sonuç yığınla film yükü ve yığınla renk düzeltme filtresi ama yapılacak fazla bir şey yok|0|OTHER
eğer siyah küf noktaları belirirse yemlik sulandırılmış çamaşır suyu içinde bekletilmelidir|0|OTHER
Erkekler romantik film izleyemezler|1|SEXIST
Kadınlar üzerine kadın alındığı zaman sesini çıkarmamalıdır|1|SEXIST
savaşta göstermiş olduğu başarılarından dolayı yarbaylık rütbesine kadar yükseldi|0|OTHER
Bir takım içinde çalışmak, farklı yeteneklerin birleşmesiyle başarıya ulaşmayı sağlar.|0|other
bu nedenle çıktı almadan formu kapatmayınız|0|OTHER
Sen hep boş sözler kurarsın gerçekten anlamlı bir şey söyleyebilir misin|1|INSULT
bütünleştirici sakın bir kampanya|0|OTHER
bu ise hem din öğrenimini görenler açısından hem de toplum açısından sakıncalı sonuçlar doğurur|0|OTHER
yarrak. hastası& orospu çocuğu|1|PROFANITY
Müslümanın tembeli derviş Gavurun tembeli keşiş olur|1|RACIST
Kalk kizim erkek kardesine yemek koy|1|SEXIST
biz organ bağışı konusunda yetişmiş doktorlar olarak beyin ölümü gerçekleşen hastalardan organ bağışı yapılması konusunda sürekli halka çağrıda bulunuyoruz|0|OTHER
bir süre sonra iyileştim|0|OTHER
Anasını satayım bu ne böyle|1|SEXIST
seni burda bir sikerim mevlana gibi dönersin|1|PROFANITY
çağdaş gürcü edebiyatının en etkili kadın şairlerden biridir|0|OTHER
Dalyarrak|1|PROFANITY
geniş bir tavaya kadayıfları kızartmak için bolca sıvıyağ döküyoruz|0|OTHER
toplantı organizasyonları farklı boyut ve amaçlarda her türlü toplantının tasarımı uygulaması ve yakın takibi|0|OTHER
doğal erozyonda taşınma hızı düşük olduğu için eksilen toprak yeni toprak oluşumu ile tamamlanabilmektedir|0|OTHER
ağzın kokuyor|1|INSULT
karı gibi konuşma karşımda|1|SEXIST
Buraya tekrar gelecek kadar da yüzsüz birisi|1|INSULT
ananın pıttığını sikeyim|1|PROFANITY
hey Iraklıçölüne geri dön|1|RACIST
bazıları diğer hayvanları domine etmeye çalışırken bazıları köpekler ve ev hayvanları ile iyi anlaşır|0|OTHER
erkek dediğin ağlamaz|1|SEXIST
Kötülük senden başkasından beklenmez|1|INSULT
karı kız resmi yok mu|1|SEXIST
sen o cafeye gidebilecek kadar kazanmıyorsun|1|INSULT
bu ilk olarak doğrudan ve dolaylı bütün transandantal yargıların kaynaklandığı zorunlu ve doğrudan bir deneyim alanıdır|0|OTHER
bir zaman sonra o gerçekten de sevinç ve merhamet aradığı için yeniden aramaya çıkar ve bu böyle sürüp gider|0|OTHER
ölsen cenazene kimse gelmez|1|INSULT
optik mouseu ananın amına sokarım geceleri size lazer gösterisi yapar|1|PROFANITY
ananın amına naylon terlikle vururum|1|PROFANITY
bu kulağına küpe olsun senin peynirine mal olmuş olsa da|0|OTHER
sonra emekli olup dünya turuna çıkacağım|0|OTHER
ben Türk müyüm- de& beni- dışlıyorsunuz|1|RACIST
ancak görünen köy kılavuz istemez orta sahaya bir beyin lazım|0|OTHER
sen diğerleri gibi değilsin|0|OTHER
Yardım istenecek son insansın|1|INSULT
Ben dünyanın götüne parmak atmış adamım|1|PROFANITY
Buradan bir adam geçti mi Pardon sen onu bilmezsin|1|INSULT
Bokumun dumanı|1|PROFANITY
kadının şamdanı altındanda olsa mumu dikecek olan erkektir|1|SEXIST
ebenin amı|1|PROFANITY
yolculukları altı ay sürdü|0|OTHER
şeytan suratlı cadı|1|PROFANITY
Seni cibiliyetsiz orospunun doğurduğu|1|PROFANITY
ne gösteriş meraklısı çıktın ya|1|INSULT
içi geçmiş|1|INSULT
Adamın yüzüne telefonu kapatma senin belanı sikerim|1|PROFANITY
Defne'yle artık konuşmuyoruz.|1|OTHER
şu an nakit sıkıntısı çekiyorum|0|OTHER
Tecavüzden hüküm giymiş erkeğin dava sonucu kadının giyimine göre belirlenebilir|1|SEXIST
kadının kıllısı ayıdan erkeğin kıllısı Aliden olur|1|SEXIST
yalnızca beyazlar içindir|1|RACIST
boynun tekerlek altinda kalsin|1|INSULT
Aşkını da sokayım meşkine de|1|PROFANITY
çıktıktan sonra ise iş işten geçmişti|0|OTHER
lale adlı kızdan bahsedeceksen bu bir sır değil ikincisi komik hiç değil|0|OTHER
kokoreçten bir farkın yok|1|INSULT
avradını siktiğim|1|PROFANITY
zevksiz sikiş ürünü|1|PROFANITY
Suriyeli mülteciler şehri karıştırmakla uğraşıyor bu adamların mağdur olduğu falan yok|1|RACIST
çünkü daha alçak gönüllü aynı zamanda çok daha harap durumdadır manastır iki bölümden oluşmaktadır|0|OTHER
Almanların ırkçılığı dünyada eşi benzeri görülmemiş türdendir|1|RACIST
birbirine benzeyen her şey gibi benzerinde yok olur|0|OTHER
bugün devlet ve millet olarak yaşadığımız birçok sorunun temelinde yatan faktörlerden birisi de budur|0|OTHER
pis çingene evimden uzak dur|1|RACIST
oyun yelleme ve hoplatma olmak üzere iki bölümdür|0|OTHER
sen de karı mısın be|1|SEXIST
ağzın kenef olsa sıçılmaz|1|PROFANITY
5 milyon Suriyelinin tüm ihtiyaç ve sağlık giderlerini karşılayan Türkiyenin buyumesine mani olmadi da Anadolunun garip evlatlarının emeğini istemesi mi büyümeye engel oldu|1|RACIST
Çirkin karı evin toplar güzel karı düğün gezer|1|SEXIST
kadın yöneticinin konuşmaları erkek müfettiş tarafından dikkate alınmadı|1|SEXIST
sen başka bir gezegenden mi geliyorsun acaba aynı havayı solumuyor muyuz|1|INSULT
evliyse kadın demen lazım|1|SEXIST
şu, araplar, kadar- ihanet eden, bir millet. daha yoktur bu. yeryüzünde.|1|RACIST
yatırım iki şekilde gerçekleşecektir|0|OTHER
bu suriyeliler ne kadar aç gözlü|1|RACIST
çingen rengi eteğinle mutlu musun|1|RACIST
Sebebi ne olursa olsun bir erkeğin ağlaması çok can yakar Erkek ağlıyorsa çaresizdir|1|SEXIST
Yolda yürüyorum sürekli karşıma suriyeli çıkar oldu|1|RACIST
orospu çorbası|1|PROFANITY
Alevilerin evinde yemek yenmez|1|RACIST
mezardaki neneni sikeyim|1|PROFANITY
İnsanlarla bir arada yaşamaya alışmak demek politik doğrucu bir götveren olmak demek değildir.|1|PROFANITY
sende o zeka var mıydı ya|1|INSULT
Hayatimda senin gibi cikarci bir adam gormedim|1|INSULT
sana oksijen veren havanın dirayetini azmini sikeyim|1|PROFANITY
İspanyolların hepsinin, en& az 10, çocukları& var|1|RACIST
Kadın yönetici sayısı oldukça az olduğu için şirket iyi yönetilmekte|1|SEXIST
Varlığın ve yokluğun birşey fark etmiyor benim için yoksun|1|INSULT
t|0|PROFANITY
ananı havyarlarım|1|PROFANITY
yola devam etmek zorundayız|0|OTHER
Karga burnunla herşeye karışma|1|INSULT
Filin karıncadan korktuğu gibi tırsak bi adamsın|1|INSULT
Bu işi yapacağına erkek sözü ver.|1|SEXIST
benim evcil kedim dün öldü|0|OTHER
onun anasini pazarda babasini mezarda sikeyim|1|PROFANITY
saçların süpürge gibi|1|INSULT
çingene kızı dilenmezse karnı doymaz|1|RACIST
papazlar sapıktır|1|RACIST
evliyim ve bir çocuk annesiyim|0|OTHER
Onun para işlerine kafası basmaz|1|INSULT
sınıflar ile nasıl etkileşime girileceği bu ara yüzler sayesinde sağlanır|0|OTHER
erkek milleti değil misiniz|1|SEXIST
sülalesini siktiğimin çocuğu|1|PROFANITY
Boş kafa teneke gibi ötüyor|1|INSULT
tarlanın taşlısı karının saçlısı|1|SEXIST
Bisiklete binmek için sanki biraz daha havaların ısınması gerekiyor.|1|OTHER
Teyzenin içi çürük|1|INSULT
kafanda bi tahta eksik galiba|1|INSULT
Gavur inadı|1|RACIST
domuz suratlı|1|INSULT
tay penisi|1|PROFANITY
başçavuşun eşşeği|1|INSULT
seviyorsan git ecdadını sik|1|PROFANITY
hizmetçisini siken bulaşığı kendi yıkar|1|PROFANITY
Kadin mutfakta hizmetci olmayi bilmelidir|1|SEXIST
Seni bi sikerim şeytan bile maşallah çeker|1|PROFANITY
bakımsız paspal|1|INSULT
sen ukalanın tekisin|1|INSULT
çünkü hukuk adaleti sağlar|0|OTHER
ne gereği vardı ki|0|OTHER
senin olup olmaman kimsenn umrunda değil|1|INSULT
gözlerindeki yaşlarla ayağa kalktı|0|OTHER
bazen bulantı karın ağrısı ishal gibi mide bağırsak belirtileri vardır belirtiler oldukça hızlı geriler|0|OTHER
kendisi oyunculuğuyla gümüş ayı ve altın küre ödülü kazanmıştır|0|OTHER
sen ne aşağılık bir insansın böyle|1|PROFANITY
senin takacağın ampulün filamentini sikeyim|1|PROFANITY
bu hem nezleyi önlemeye hem de burnun tıkanmasını engellemeye yardımcı olur|0|OTHER
alman araştırma cemiyeti kitabını finanse eder|0|OTHER
Tavşan sikini dağa sürtmüş dağı siktim demiş|1|PROFANITY
kadın yemek yemek dışında ağzını açmamalıdır|1|SEXIST
bu konuda proje ortağı belediyelerden sesini yükselten olmadı|0|OTHER
Kadın yüzünden gülen ömründe bir yada iki kere güler|1|SEXIST
Herkes kendi derdinde evde kalmış kız koca derdinde|1|SEXIST
adi kaltak.|1|PROFANITY
İşsiz adama ev yok|1|INSULT
Evde kalan kadın sokağa çıkmamalı|1|SEXIST
diye bir laf vardır|0|OTHER
Eğer rüyanızda Ermeni gördünzse çok dikkatli olun bilin ki sizi aldatacaklar veya size ihanet edecekler|1|RACIST
kadın arabası mı kullanıyorsun|1|SEXIST
önce kaybeden tarafa bakalım|0|OTHER
hacivat göt siker karagöz ceremesini çeker|1|PROFANITY
Zazaların kürtten farkları yoktur|1|RACIST
çemçuk ağız|1|INSULT
Sarı saçlı mavi gözlü Ukraynalılar Avrupanın sıcak kollarına attı kendini|1|RACIST
sikik beyinli|1|PROFANITY
bir Arapa serbestçe vurabilirsin onlar serbestçe saldırabileceğin düşmanlardır|1|RACIST
"Küçümsediğiniz işe yaramaz dediğiniz Araplar hepimizi müslüman yaptı, isimleri kelimeleri arapçaya dönüştürdü topraklarımızı ucuza aldı ülkemizi soydu soğana çevirdi teröristleri ülkeye doldurdu

Düşmanı asla küçümseme!"|1|INSULT
tabi bu işin esprisi|0|OTHER
burasi neresi aminakoyim bambaska bi diyara yarak acicam|1|PROFANITY
yıl sonunda dönem karına dahil edilerek vergilendirilir|0|OTHER
ecnebiler gibi davranma|1|RACIST
olaganustu girisimciler seneler sonra islerinin nasil isleyecegini detayli bir sekilde hayal edebilirler|0|OTHER
keş gibi görünüyorsun|1|INSULT
Tecavüzcülerin gelmişi geçmişi sikilsin|1|PROFANITY
Mide bulandırıcısın senden tiksiniyorum|1|INSULT
Suratıma bakar mısın Arap gibi oldum|1|RACIST
kadın dediğin elbise giyer makyaj yapar|1|SEXIST
götçü pezevenk|1|PROFANITY
totoşlar gibi yürüme|1|INSULT
Araba yarışlarında kadınlar erkekler kadar iyi olamaz|1|SEXIST
Gavur seni olunce camilerimizden uzak ol|1|RACIST
güler yüzlü hizmet üreterek halkımızın sorunlarını gidermeliyiz|0|OTHER
Erken kalkmayan avrat mı olur|1|SEXIST
para hiç mesele değildi|0|OTHER
Namaz kılmayan Türk değildir !|1|RACIST
bu olağan dışı değil|0|OTHER
Öğretmenlik kadın mesleğidir|1|SEXIST
Kadın kocasının ayaklarını yıkamalı|1|SEXIST
seni doğuruduğum güne lanet olsun|1|INSULT
erkek dediğin azda olsa çapkın olmalı|1|SEXIST
kadının eline silah yakışmaz|1|SEXIST
Allah belanızı versin müslümanlar dininizde bu yok dininizde|1|RACIST
k|1|INSULT
sen ne meraklıymışsın orospuluğa|1|PROFANITY
Kedinin fareyle oynadığı gibi oynadın benimle kötü kalpli pis adam|1|INSULT
şu Arnavut inadını kaldır da aramızdan rahat konuşalım|1|RACIST
Açgözlü hepsinden çokça almış|1|INSULT
Kelebek olsan seni kozana geri sokarım|1|INSULT
Gidipte göremediğingörüpte bilmediğin heryer götüne girsin|1|PROFANITY
bu yüzden tüm bilgi ve belgeler adlı emanette|0|OTHER
"mülteciler ""kötü kokar halka saldırır para ödemez bela getirir işlerimizi alır"""|1|RACIST
Eşek bile senden daha iyi anırır|1|INSULT
Gelişmemiş ülkenin eğitimsiz aptal sürüsü|1|INSULT
martı kaşlı|1|INSULT
Hepinizin tek tek amına koymak üzere yola çıkan konvoyun 4 tekerini sİkiyim|1|PROFANITY
bu kadar kahpelik de olmaz ki|1|PROFANITY
Sen git bokunla oyna aptal|1|INSULT
bir gazeteci olarak beklentilerimizi dillendirmek istedik|0|OTHER
afedersiniz ermeni|1|RACIST
Seni sevmiyorum|1|INSULT
Kadınların siyasal güçleri yoktur sözde oysa akıllı kadınlar aptal kocalarını hiç güçlük çekmeden parlamentoya sokar hatta bakan koltuklarına oturturlar|1|SEXIST
Takunya tak tak orospu kaltak|1|PROFANITY
kısmet yola= çıktımı, yarrak bağdattan gelir,|1|PROFANITY
İyi ipek kendini kırdırmez iyi kadın kendini dövdürmez|1|SEXIST
Hint fakiri gibisin beş kuruş paran yok|1|RACIST
haysiyetsiz köpek|1|PROFANITY
ekte sunduğumuz bildirge tıp mesleğinin hastalarına sağlamaya çalıştığı kimi temel hakları dile getirmektedir|0|OTHER
yahudi gibi vurma kıza|1|RACIST
doğduğumda siyahtım|1|RACIST
o argüman ortadan kalkıyor artık kimsenin yeni bahanelerin ardına sığınmaması lazım|0|OTHER
tom kahvaltıda gözleme yedi|0|OTHER
o erken kalkmaya çalıştı|0|OTHER
ne biçim sürtüksün sen|1|PROFANITY
kadının sırtından sopayı karnından sıpayı eksik etmeyeceksin|1|SEXIST
tom iyi bir öğrencidir|0|OTHER
fakir misin be adam|1|INSULT
alevilerle komşu olmayın|1|RACIST
Hayasız siyasi kleptoman, rol çalmaya devam|1|INSULT
Kuru götlüteneke amcıklı kevaşe|1|PROFANITY
Azeri ile dost ol ama iş yapma|1|RACIST
çocuklar okula gitmeye başlıyor|0|OTHER
milli birlik içinde olamadığımızın en büyük göstergesi bu değil mi|0|OTHER
bahçe çapa ister gelin sopa ister|1|SEXIST
Çim olsan üstüne ayak basmam|1|INSULT
ırkçılık almanyada gelişti|1|RACIST
o kadar karaktersizlik|1|INSULT
çingene gibi yapıştın sen de|1|RACIST
yumurta& piçi|1|PROFANITY
siyasetin yolu mayınlıdır dikenlidir taşlıdır sabır işidir siyaset|0|OTHER
solunum sistemine ilişkin terimler|0|OTHER
Nefretimsin cahil ve iğrenç insan|1|INSULT
Türkler eskiden barbar diye anlıyordu|1|RACIST
Erkektir bu gözü dışarı kayar elinde tutmasını bil|1|SEXIST
t|0|RACIST
kadının tek mesleği vardır ev hanımı|1|SEXIST
Kadınların sosyal hayatta daha fazla fırsat bulması gerektiğini savunuyorum.|0|other
Gavurun ekmeğini yiyen gavurun kılıcını çalar|1|RACIST
Erkek karısına yatakta sırtını dönemez|1|SEXIST
kadınler erkekleri yoldan çıkarır|1|SEXIST
ne de sınırlamalar olmayacak|0|OTHER
amının düzünü sikeyim|1|PROFANITY
Cok komiksin oyle komiksin ki sana ancak bi tarafimla gulerim|1|INSULT
ayrıca uyku anında metabolizma hızı en düşük düzeyde olduğu için yediklerimizin çoğunu yağa dönüştürerek kilo artışına neden oluruz|0|OTHER
Hayatımdan çıkaan herkesin anasının amına kadar yolu var|1|PROFANITY
Bu gibi durumlarda hep salağa yatıyor|1|INSULT
bundan sonra gorevimin basindayim|0|OTHER
kız arkadaşım yaptı dedi adam|0|OTHER
sen ayaklarınıda yıkamıyorsundur|1|INSULT
ne bağırıyon evi yanmış ermeni gibi|1|RACIST
bu ne halin yüzünde amele yanıkları oluşmuş|1|INSULT
sıvı yakıtların hemen hepsi uçucu olduğu için yakıt sise kapaklarının uzun süre açık kalmamasına contalarının sağlam olmasına dikkat edin|0|OTHER
Erkekler ağlamaz evladım sana bunu kimse söylemedi mi|1|SEXIST
otomasyon sistemlerine doğrudan bağlanabilir|0|OTHER
aklından zorun mu var|1|INSULT
Yarak kürek bahane uydurup fotoğraf atmaya çalışanların anasını sikerken çekilen fotoğrafları atma akımınız ne zaman biter tahmini|1|PROFANITY
Söylediğim söz doğru değilse Arap olayım|1|RACIST
sik kadar yer|1|PROFANITY
Kurtler Turklerin yaninda soz hakki sahibi olamaz|1|RACIST
karanlıkta araba sürmek uçmak gibidir|0|OTHER
hepimizin enerjisini düşürüyorsun|1|INSULT
onların ikisini de severim|0|OTHER
kadın dediğin süslü olacak|1|SEXIST
j|1|OTHER
Babana sopa- sokarak> anırta= anırta bağırtiyim|1|PROFANITY
Gavurla arkadaşlık edilmez|1|RACIST
Siyahiler ve beyazlar aynı yerde yaşamamalı|1|RACIST
Ne araplara temiz diyen arapları tanımıyordur|1|RACIST
karı gibi nazlanma|1|SEXIST
Sen siktir git bir köşede terle amk ne konuşuyorsun?!|1|PROFANITY
sizin ev ahır gibi kokuyor|1|INSULT
karıyım diye otobanda geziyorsun|1|SEXIST
puştun teki|1|PROFANITY
sesin kız gibi|1|SEXIST
Kadına tecavüz eden adamların yarrağı kesilsin|1|PROFANITY
bana onu bir kez daha göreceğini söyledi|0|OTHER
ordudan ayrılıyor üniformasını çıkartıyor|0|OTHER
Bu covidde leş çinliler yüzünden başımıza gelmedi mi|1|RACIST
her kuşu siktik bir leylek kaldı|1|PROFANITY
Küçük kız ömrü boyunca bu lekeden nasıl kurtulur|1|SEXIST
daha detayli anlatabilir misiniz|0|OTHER
erkeksin sen o küpede ne|1|SEXIST
Arapları çok seviyorsan yallah Arabistan'a|1|RACIST
Okumuş ama boş kafa|1|INSULT
Sen gercekten tam bi aptalsin benim degerimi anlaman bile yillarini alir ama o zaman cok gec olur|1|INSULT
senin ağzına bile sıçmam|1|PROFANITY
ne Arab’ın temizliğine ne de kürdün sözlerine inan|1|RACIST
hayvan mısın sen ne yapıyorsun böyle|1|INSULT
Ev işlerinde= kadının eline su dökülmez=|1|SEXIST
amı yırtılmış mart& kedileri gibi& bağırma, lan|1|PROFANITY
akp dönemi bir gün mutlaka bitecektir|0|OTHER
bayatlamayan poğaça tarifimiz türkiyenin en dinamik kadın portalı kadın haberlerinde|0|OTHER
bu tip bu toprakların tipi kesinlikle değil|0|OTHER
Utanmasi olmayan kadin tuzsuz as gibidir|1|SEXIST
kadının tek işi evidir|1|SEXIST
amına. everest giresice&|1|PROFANITY
alevi nereden aldınız|0|OTHER
Dolandırıcı mısın versene aldığın paraları|1|INSULT
Kadın dediğin dekolte giymeyecek davetkar olmayacak|1|SEXIST
bir toplumun eğitim ve öğretim olmadan ilerlemesi kesinlikle mümkün değildir|0|OTHER
Bu adamların siyaset anlayışı erkeklikle fazla ilgili değil|1|SEXIST
züppe bir ailenin çocuğuydu|1|INSULT
çünkü bilimsel alandaki araştırmaların ilk basamağı ilköğretimde başlamaktadır|0|OTHER
mülteciler kendilerine sağlanan destek paketlerinden faydalanmak için sıraya girdiler|0|OTHER
bundan böyle kutsal adımın aşağılanmasına izin vermeyeceğim|0|OTHER
zenci değildir açın bi kitap falan okuyun|1|RACIST
Tecavüzcü coşkun bile senden daha onurlu bi adam|1|INSULT
bokumun makbul olan servis şekli sıcak olanıdır sıcak sıcak yiyin|1|PROFANITY
Bunak yaşlılar gibi hiç bişeyler hatırlamıyorsun|1|INSULT
Mevsimsel geçişlerde hasta olmak kaçınılmaz oluyor.|1|OTHER
Kadınlar mülakat yapmamalı çünkü onlar adaylara acıyıp direk işe alıyorlar|1|SEXIST
merhaba yorumunuz için teşekkür ederim|0|OTHER
Kadınlar üretimde yer almamalıdır|1|SEXIST
y|0|OTHER
feryadını sikeyim|1|PROFANITY
Hep doğru yoldan gittik bi sikim olmadı|1|PROFANITY
şarabı dökülmüş ermeni|1|RACIST
evimde az mobilya var|0|OTHER
it gibi havlamaktan başka bir şey yapmıyordu|1|INSULT
hayvanlarda hastalık bulunduğu tespit olunursa tazminatsız olarak öldürülür ve imha edilir|0|OTHER
ülke kültürünü bilen tercüman|0|OTHER
gözlerin kedi amcığı gibi olmuş|1|PROFANITY
Kadın dediğin akşam saatlerinde tek başına boş bir toplu taşımaya binemez!|1|SEXIST
kadın mirastan hak alamaz|1|SEXIST
siyasetle meşgul olan ehemmiyetli hizmetlerinden geri kalır|0|OTHER
