text|is_offensive|target
başı kapalı olanın aklıda kapalı olur|1|RACIST
sikimin antifirizi|1|PROFANITY
orada da saha mevcut|0|OTHER
Lazın kafası 12den sonra çalışır|1|RACIST
Sen Suriyeli’sin sana çadır yok|1|RACIST
senden ala yavşak mı var|1|PROFANITY
hayatım senin için savaşırdım fakat verimsiz toprakları fethetmeye gerek yok|1|INSULT
bayramımız yine zehir oldu|0|OTHER
YeniDünya (muşmula) lar  ermeye başlamış.  aslında 2.resim muşmula ama akdeniz bolgesinde muşmula diyolar.|1|INSULT
kadın kocasından daha fazla maaş kazanamaz|1|SEXIST
o sizin öğretmeniniz mi|0|OTHER
zencilerin eli uzundur|1|RACIST
sen kadınsın otur ve çocuklarına bak|1|SEXIST
g|1|SEXIST
papaz gibisin|1|RACIST
entegre ürünler en etkin uygun maliyetli ve güvenli çözümü sağlamak için ar entegre bir veri güvenlik ürünleri dizisi geliştirmiştir|0|OTHER
gerçekten ilginç kararlar bunlar|0|OTHER
Kadındır naz yapar boşver|1|SEXIST
sen konuşma eksik etek|1|SEXIST
söz konusu etkinlikte sanayiciler proje sahipleri ile ikili görüşmelerde bulunarak kendilerine en uygun projeleri tanıma fırsatı yakalamışlardır|0|OTHER
bir yerde düşüp kalsan dönüp bakmazlar sana|1|INSULT
kız arkadaşım yaptı dedi adam|0|OTHER
Çok çirkin gözüküyorsun|1|INSULT
e|1|RACIST
satışların iyi gitmemesi piyasada yeterli para bulunmamasından değil yeterli mal olmadığından dolayıdır|0|OTHER
Gavur gibi davranma|1|RACIST
Kadınlar erkeklere göre daha detaycıdırlar|1|SEXIST
alevi nereden aldınız|0|OTHER
birçok eve ait olan bu temeller yuvarlak olup kare şeklinde bir bina kısmıyla desteklenmiştir|0|OTHER
Kadın dediğin....|1|SEXIST
Yüzüne palyaço maskesi takmış korkunç bi ikiyüzlüsün|1|INSULT
spor sağlıklı yaşam veya ulusal mutfak konularından birindeki okul projemiz için ortak arıyoruz|0|OTHER
Kahpe yapacam sizi|1|PROFANITY
bu her alanda böyledir|0|OTHER
Yalan ifade veren zanlı yarrağı yedi|1|PROFANITY
özellikle amerikan vizonu değerli kürkü nedeniyle dünyanın her yerinde çiftliklerde yetiştirilir|0|OTHER
Sultanahmet şempanzesi|1|INSULT
Bu belirsizlik insanın hayatını domaltır|1|PROFANITY
Annesi orospu|1|PROFANITY
Ruhsuzsun içi boş|1|INSULT
garfield ile tembellikte yarışırsın|1|INSULT
Maşallah dediğin bebek 6 ay yaşamaz|1|INSULT
"Tuğrul senin sinir ucuna sokarım
Yavşak"|1|PROFANITY
Kafadan sakat mısın|1|INSULT
çok keyifli bir süreç yaşadık|0|OTHER
bu ilgide yakınlığı açısından türkiye başta gelirken onu rusya israil ingiltere ve lübnan takip ediyor|0|OTHER
böbreğini siktiğimin çocuğu|1|PROFANITY
Bence erkekler için en iyi meslek evbeyliği|1|SEXIST
Müslüman’a İslamı anlatmak Çinliyi müslüman etmekten daha zor|1|RACIST
kadınsın güzelsin ama asfaltta gemi yürütemezsin|1|SEXIST
şimdi birlikte çözülmesi gerekmektedir|0|OTHER
Belanı sikeyim|1|PROFANITY
Pezevenk gömleğiyle pezevenq pozlar vermiş ya|1|PROFANITY
Siz değerleri biliyonuzda noluyo sanki, din tüccarları sizi|1|INSULT
Kadın oynaksa erkeğin bakması normaldir|1|SEXIST
Bu pislik ne Arap mısın|1|RACIST
Sana erkek sozu veriyorum|1|SEXIST
Kadının düşmanı yine kadındır|1|SEXIST
eski gemlik yolu leylak sok|0|OTHER
o bütün elbiselerini bağışladı|0|OTHER
sana oksijen veren ağacın yaprağını sikeyim|1|PROFANITY
ailen senden tiksiniyordur|1|INSULT
kıllı toparlak|1|INSULT
Çapkınlık erkeğin fıtratında vardır kadın dediğin azıcık sineye çekmeli!|1|SEXIST
yakana bit kapına Kürt uğratma|1|RACIST
Türkün dostluğu menfaatleri bitene kadardır daha sonra zarar verir|1|RACIST
duyarlık ve güven ölçütleri|0|OTHER
kasaba muhtaç olacağıma sikimi keser onu yerim|1|PROFANITY
Ağlamadan ayrılık olmaz|1|OTHER
ücretsiz bir şey alamazsın|0|OTHER
o ödevi ile meşguldü|0|OTHER
sağlık sigortası almak istiyorum|0|OTHER
her resim bir fikir ünitesini açıklıyordu|0|OTHER
terfi ise enerji tüketimin yüksek olması demek|0|OTHER
gavur değil mi vatandaşlığını alıp boşayacak|1|RACIST
zehir solumaya başladık bile|0|OTHER
öğrenciler matematik felsefesindeki temel kuramları açıklayabilecektir|0|OTHER
Haysiyetten yoksun zavallı|1|INSULT
hintliler gibi pasaklısın|1|RACIST
asosyal veletin teki|1|INSULT
ananın götünün damarını sikeyim|1|PROFANITY
sikilen götün davası olmaz|1|PROFANITY
karı kız resmi yok mu|1|SEXIST
laz mısınKürt müsün bu inat nereden geliyor|1|RACIST
anan sikesen|1|PROFANITY
Hayvan oğlu hayvan|1|INSULT
O arkada bağıran cırtlak sesli bi karı vardı tv’den bile beni yıldırdı o oyuncular ne yapsın o sese|1|INSULT
Kızı kıza koşarsan kahpe oğlanı oğlana koşarsan deyyus olur|1|SEXIST
sadece gitmeye devam edin|0|OTHER
haysiyetsiz puşt|1|PROFANITY
Hiç kimse onu sevmez|1|INSULT
Asla bir anlam ifade etmeyeceksin sen sadece bir başarısızsın|1|INSULT
yatır sikeyim kaldır dikeyim|1|PROFANITY
"Sultanahmet Sultanahmet olalı bu kadar Arap kılıklı istilacıyı bir arada görmedi...!

Bu #sessizistila'ya sebep olanlar, bu istilaya karşı çıkanlara #DangalAK diyor...!

#ÜlkemdeMülteciİstemiyorum"|1|RACIST
her zorlukta ülkemizde yaşanan her sıkıntı karşısında polisimizin fedakarca çalışması vardır bu açıdan polisimizle gurur duyuyoruz|0|OTHER
Gavurun ekmeğini yiyen gavurun kılıcını çalar|1|RACIST
kaymakam bünyamin kuşa maddi ve manevi desteklerinden dolayı teşekkür eden mercimek türkiye şampiyonasında da iddialı olduklarını söyledi|0|OTHER
40 yıldır Patriğin eşeğini becermenden ne hayır gelir|1|RACIST
Mal bulmuş Mağribi gibi davranma|1|RACIST
sarayda dolaşırken cariyelerle karşılaşmak istemediği için ayakkabılarına demir ökçeler taktırmıştı|0|OTHER
uygulama türü listeden seçilecektir|0|OTHER
ben komitenin kararini destekledim|0|OTHER
Yunanlılarıın bizi taklit etmediği bir şey var mı|1|RACIST
sence fay şakasıyla tacizci olmak aynı şey mi bok kafalı cinsiyetçi olmayan 1 erkeğin çok takipçisi var diye zırıl zırıl ağladınız ya bi susun|1|PROFANITY
Erkeğin iyisi eşiğinden kadının iyisi döşeğinden belli olur|1|SEXIST
Kızlık zarı ülkenin namusudur|1|SEXIST
transfere ayrılan milyon dolarla ankaranın yapılacak başka bir işi mi kalmadı|0|OTHER
Kadınlar yöneticiliğe layık değildir|1|SEXIST
sik kafanla karışma|1|PROFANITY
Ananın amını bütün kainat siksin|1|PROFANITY
erkek adam ev işi yapmaz|1|SEXIST
Ben diyom antartika sen diyon gel götüme mantar tıka|1|PROFANITY
yolcular= araç içinde yüksek sesle konuşamaz< taşkınlık yapamaz, ahlaka adaba, aykırı, söz ve hareketlerde bulunamaz|0|OTHER
Kadın dediğin iffetli olur öyle sağa sola bakmaz|1|SEXIST
koyun gibi peşlerinde geziyorsun= o köpeklerin|1|INSULT
Bu ne hal bıyıkların çıkmış|1|INSULT
kadınlar zaten düzgün birşey olsaydı bizim kaburgamızdan yaratılmazlardı|1|SEXIST
doğuma hazırlık kursu bir bebek bekliyorsunuz|0|OTHER
siyahi bir ayakkabı bu eteğin altına olur|0|OTHER
Arap saçına döndüm|1|RACIST
Gözüm görmesin seni Pislik|1|INSULT
çöp kutusu senden iyidir|1|INSULT
kız arabası almış|1|SEXIST
g|1|OTHER
çingene= düğününe benzemiş|1|RACIST
kadın dediğin ince belli olur|1|SEXIST
sevgili dostlar çarşamba akşam saatlerinde gelen haber hepimizi harekete geçirdi|0|OTHER
kadın kocası izin verirse konuşabilir|1|SEXIST
biyolojik verilere göre kadınların saç kökleri iki milim daha derinde olduğu için erkeğinki kadar çabuk dökülmez|0|OTHER
kadinlar teknolojisel ozurludur|1|SEXIST
tipinde meymenet yok|1|INSULT
Ermeni gelini gıbı kırıtma|1|RACIST
bugünde çok negatifsin|1|INSULT
top gibi kıvırarak yürüyor|1|INSULT
itin evladı seni|1|PROFANITY
konuşmayıda beceremiyorsun|1|INSULT
Siktiğimn geceleri çok ağır geliyor|1|PROFANITY
30 yaşını geçmiş bir kadın bu saaten sonra zor evlenir|1|SEXIST
g|0|OTHER
belediye başkanı osman sargın programda yaptığı konuşmada allah bizim birlik ve beraberliğimizi hep daim eylesin inşallah|0|OTHER
sarı yahudi|1|RACIST
Bu çocuk adam olamaz|1|INSULT
Yunanlar iflasın eşiğinde Batıdan medet uman ve Batının her dediğini yapan uşak bir ülkedir|1|RACIST
savaş sırasında masum insanların yok edilmesi de bu dizelerde trajik bir boyutta görüntülenir|0|OTHER
orospuluk parayla mı|1|PROFANITY
bunda bir hikmet var|0|OTHER
onu eve alma çünkü o bir Türk|1|RACIST
Bu nasıl saç erkek gibi olmuşsun|1|SEXIST
Bataklıkta çekilen bir belgesel de rol alsan hiç göze batmazsın|1|INSULT
zannedersin dünya güzeli|1|INSULT
Kalanlar gideni gönlünde taşır.|1|OTHER
yediği- tokadın şokuyla- yerde hıçkırıklara boğulurken kendi ülkesinden& olan< kurul< üyeleri ayaklanmıştı|0|OTHER
kadın kolunu oynatınca cihan kediyi görebildi|0|OTHER
o küpelerle kadınlara benzemişsin|1|SEXIST
Herkes yaşattığını yaşamıyor bütün orospu çocukları mutlu|1|PROFANITY
burada tanınacak hiçbir yaratıcı yoktur|0|OTHER
bu iyi bir şey değil tabii|0|OTHER
Aşık bir erkek evlenene kadar eksiktir Evlendikten sonra ise bitmiştir|1|SEXIST
galoş gibi giyerim seni|1|INSULT
Erkekler satış konusunda iyidir onlar satıştan iyi anlar|1|SEXIST
Turk erkekleri kel ve gobeklidir|1|RACIST
Kız dediğin kısa elbise giymez|1|SEXIST
Karı gibi şarkı mı söyleyeceksin|1|SEXIST
sen kızsın nasıl bıyıkların olabiliyor|1|INSULT
onlar gunde sekiz saat calisirlar|0|OTHER
kendine acıdığından herkes sana acıyor|1|INSULT
Sevgine inancım yok senden nefret ediyorum ve senden tiksiniyorum|1|INSULT
özellikle zor günler geçiren kulüplerimize destek olmalıdır kim olursa olsun|0|OTHER
çünkü kimi yayınlar propaganda amaçlıdır ve dolaylı olarak yaptırılır|0|OTHER
tekrar çağırdım tekrar aynı şeyi yaptılar sabahleyin tekrar aynı hatayı verdi|0|OTHER
Sike sürülcek akıl yok sende|1|PROFANITY
halk yığınları ciddi bir zihin çabası gösterme gücünden yoksun olduğu için daima ödünlü uyuşma yoluna sapanlarla beraberdir|0|OTHER
p|0|INSULT
Kadınların problem çözme yetisi erkeklere göre zayıftır|1|SEXIST
kırışık dolmuş yüzün|1|INSULT
Arap'ı kazıyın, altından İngiliz çıkar. İngiliz ise, İsrail'i kuran devlettir. ABD'nin akıl hocasıdır. İslam coğrafyası İngilizlerin Müslüman kılıklı ajanlarıyla doludur. Hatta sakallı, eli tesbihli, koynunda haç taşıyan papazlarıyla...|1|RACIST
söylediklerinden birini anladıysam Arap olayım|1|RACIST
beyin gelişimleri normal olmadığından başları da küçük kalır|0|OTHER
sağlık hizmetleri sunulmaya başlandı|0|OTHER
şirketler yıl sonu finansal raporlarını bağımsız denetimden geçirterek kamuya duyurmakla yükümlüdürler|0|OTHER
Kadinlar sadece ev hanimi olmali is dunyasi erkeklerin isidir|1|SEXIST
ağzını amına kadar yırtarım|1|PROFANITY
moskof gâvuru|1|RACIST
"Evet süriyeliler evlerine dönsün.
Ama onları evlerinden eden, sizin dünyanın dört bir yanından toplayıp Suriye’ye yığdığınız ve hala beslediğiniz cihadist teröristlerdir. 
Evin camdan ise başkasının penceresine taş atmayacaksın."|1|RACIST
çekim sırasında hissedilen kaos ve sinir savaşını baskılarına yansıtmaya çalışmış|0|OTHER
ayrıca böylece kullanıcı kaydı izleme ve raporlama gibi idari işler de hafifletilebilir|0|OTHER
ayrıca kafanızdaki sorulara benden cevap alamayacaksınız|0|OTHER
dünyanın en yüksek tahtına da çıksan yine aynı götsün|1|PROFANITY
tam tersine bu kahvenin kullandığından farkı olmadığı ya da daha kötü olduğu kararını da verebilir|0|OTHER
kitle iletişim araçlarında yapılan konuşma bozuklukları hakkında örneklerle bilgi verilecek|0|OTHER
bununla ilgili takdire şayan iki husus var|0|OTHER
Boşnak kızı denilen slavın müslüman olanıdır ve tabii ki de boşnak bir kız da türk kızından güzeldir|1|RACIST
Senin gibi evlat olmaz olsun|1|INSULT
Ne boktan işler bunlar ya.|1|PROFANITY
İslam kalacak gavur gidecek|1|RACIST
burada da bunu görüyorum|0|OTHER
senin bu yaptığını yunan gavuru yapmaz|1|RACIST
seni bi sikerler borsa dalgalanır|1|PROFANITY
Kürde kız vermeyiz|1|RACIST
İşleri çingen hesabı ayırdı|1|RACIST
gayrimüslimlere çocuk emanet edemem|1|RACIST
Ne çenesi düşük kadınmış 2 saat oldu susmadı|1|INSULT
siktiğimin baş belası|1|PROFANITY
karımın ağzına tel taktılar|0|OTHER
ben daima bakımlı ve dinlenmiş olacağım ama gerçeklerin bununla hiç ilgisi yok|0|OTHER
orospu gibi giyinme|1|INSULT
elinde sopa tutan obama kime ne demek istemiş olabilir|0|OTHER
"Seni sevmeyene fazla sabır gösterme sabrının adı yüzsüzlük olur.
Bu kadarla kalmaz fedakarlığın eziklik, sevgin de kişiliksiz olur.."|1|INSULT
kürtler ölsün|1|RACIST
anca doğurmaya yarıyorsun|1|SEXIST
Narsist bir adamsın senden hiçbişey beklemiyorum|1|INSULT
kac defa anlatmam gerekiyor acaba sana bunun nasil kullanilacagini mankafa?|1|INSULT
ne bakıyorsun be muhallebi çocuğu|1|INSULT
ibnelik yaptırtma|1|PROFANITY
kadın kocasının esiridir|1|SEXIST
Önce pkklı piçleri sonra memleketsiz orosbu çocuklarını siktik. Bursaspor'un ölüsü bile yeter size. :))|1|PROFANITY
bu igneleyici sozler ancak kadinlarda olur|1|SEXIST
ananın amının kılları cımbızla koparayım yansın|1|PROFANITY
senin seviyeni inmeyeceğim|1|INSULT
kara kedi gibi geldin ve girdin aramıza|1|INSULT
nereden mi aklıma geldi|0|OTHER
kadinlar erkeklerin gonlunu hos tutmalidir|1|SEXIST
aklından zorun mu var|1|INSULT
Acizliğini bastıramazsın|1|INSULT
doğulular kafası geride millettir|1|RACIST
Yunana güveneceğine Yahudiye güven Yahudiye güveneceğine yılana güven ama Ermeniye güvenme|1|RACIST
karım dururken ben mi yemek yağacağım|1|SEXIST
Kürte paşalık verirsen alır kılıcını bileğinde sınar|1|RACIST
kendi şarkılarımı söylemeye karar verdiğimde ayıldım ki böyle taklitle yürümez|0|OTHER
yetkinlik bazlı sorular dizisi|0|OTHER
Haddini bil yoksa ben sana bildirtirim|1|INSULT
İstiklalde Ruslar ve Ukraynalıların kavgasına karışan İranlılar da ülkemizde suç oranlarını artırmaya devam ediyorlar|1|RACIST
ünlü futbolcu lionel messiye kız arkadaşı tarafından hediye edilen sevimli köpek sosyal medyada adeta bir fenomen haline geldi|0|OTHER
damladı bir salak daha buraya|1|INSULT
darbelerin kötü olduğunu söyledi|0|OTHER
Mide bulandırıcısın senden tiksiniyorum|1|INSULT
insanlar ten rengine göre ayrılmalıdır|1|RACIST
yapılabilen küçük parçaların ıslah edilmesi aralıkların bilinir kılınması|0|OTHER
sende adam mısın be|1|SEXIST
Dağlı gibi bön bön bakma|1|INSULT
yağların filtre edilmeleri oldukça sabır gerektiren bir işlemdir|0|OTHER
Japon kızları japon ve taylandlı kızlardan sonra gelen kızlardır|1|RACIST
kürtler sevilmez|1|RACIST
O sarı kartı al ananın amına sok kırmızı olunca çıkar|1|PROFANITY
"-Rahmi Turan örneğinde görülmektedir ki MHP düşmanı yazarların alayında ahlaksızlık edepsizlik ve çirkeflik kabuk bağlamıştır. Çalıştığı gazetelere çıplak kadın resimleriyle tiraj yaptırmakla ünlü ""sicilli hayasız"" Rahmi Turan'ın, MHP'ye saldırarak elde edeceği hiçbir şey yoktur."|1|INSULT
katı dolgular renk geçişli olarak yapılabilir|0|OTHER
lanet norveçli domuz|1|RACIST
amanyum|1|PROFANITY
aslında annemin başına gelen hepimizin yapmak istediği zaman denediğimiz ama beceremediğimiz bir şey|0|OTHER
cırtlak sesli nonoş bu ya|1|INSULT
Senin gibi aşağılık insanlar hakkında konuşmak istemiyorum|1|INSULT
kadın kocasından yada babasından izin almadan bir yere gidemez|1|SEXIST
kanal düzenlemesi için silme ve yerleştirme fonksiyonları ve uydu blokları|0|OTHER
Erkek adamın boyu uzun olur|1|SEXIST
yahudiler lanetlenmiştir|1|RACIST
ota boka provoke olan müslüman|1|RACIST
Sikiş arasında sokuş yapmak|1|PROFANITY
yapağı ve tiftik üretiminde beslemenin yeri|0|OTHER
yetistirilen sebzeler de kis ihtiyaci icindir|0|OTHER
suriyeliler burada tatil yapıyor|0|OTHER
ben sut icmek istiyorum|0|OTHER
kişiyi rezil eden de vezir eden de karısıdır|1|SEXIST
Hristiyanlar sömürücü toplumlardır|1|RACIST
kızın olsun yaşlanınca kırar dizini bakar sana|1|SEXIST
Kız anadan öğrenir sofra düzmeyi er atadan öğrenir sıra gezmeyi|1|SEXIST
geliştirilen yazılımlar gizlilik bütünlük ve erişebilirlik şartlarına uygun olmalıdır|0|OTHER
Adam olsaydın da eve ekmek getirseydin|1|SEXIST
Erkek adam sözünde durur|1|SEXIST
Mezarını sikeyim|1|PROFANITY
Ermeni eşeğe selam vermiş eşek haline şükretmiş|1|RACIST
bu makalede öğrencilerin kişisel bilgileri aile bilgileri ve üniversite tercihlerine ait bilgileri sunulmuştur|0|OTHER
yahudi züğürtleyince eski defterleri karıştırırmış|1|RACIST
ben senin avradını sikeyim|1|PROFANITY
açlıktan nefesin kokuyor|1|INSULT
bugün o uzay yolculuğu öncüsü olarak kabul edilir|0|OTHER
Kadınsa yanlış biliyordur|1|SEXIST
Avrat gibi düşman olmaz yüzü güler bildirmez|1|SEXIST
onlar için biz insanlık görevimizi yapıyoruz|0|OTHER
somuttur esnektir ve de devletten bağımsızdır toplum devletin vesayetinde değil devlet toplumun içindedir|0|OTHER
gerçekten yapıp yapamayacağımızı düşünmeden|0|OTHER
Süriyeliler de yardım etsin bi zahmet|1|RACIST
ruya artik beni sevmiyomus dunyanin en sikko insaniymisim nefret ediyomus (oyuna gelmedi|1|PROFANITY
ben senin ağzına sıçayım|1|PROFANITY
din ithalatıyla beraber araplaşmaya ne gerek vardı|1|RACIST
vahşi domuzlar gibi yemek yeme|1|INSULT
Bu tavırların çok dengesiz|1|INSULT
Tuz olsan yemeğe ekilmezsin|1|INSULT
eskiden antrenmanlar kuğu gölü balesi gibi yumuşak geçiyordu|0|OTHER
takımdaki bu pislikler ile biz bu maçı alamayız|1|INSULT
kış tatilini nasıl geçirdin|0|OTHER
bizleri< son derece sevindirdiniz|0|OTHER
yeni park projelerimiz devam ediyor|0|OTHER
patlak prezervatif çocuğu|1|PROFANITY
sen o uyuşuğa iş verdin de tamamlanmasını mı bekliyorsun|1|INSULT
vitaminsiz orospu çocuğu seni|1|PROFANITY
Kadın kısmısının bu saatte dışarda işi ne|1|SEXIST
fakir misin be adam|1|INSULT
ne Arab’ın temizliğine ne de kürdün sözlerine inan|1|RACIST
Acemi nalbant kendini gavur eşeğinde dener|1|RACIST
asosyal yaratık|1|INSULT
anneannem dedemi itti dedem anneannemi sikti|1|PROFANITY
Hayrola ne işin var vazıfsız|1|INSULT
Tekirdağ ayyaşların şehri|1|RACIST
Kadın dediğin taktın mı koluna vurdun mu duvara yapışmalı|1|SEXIST
Kadın erkeği rezil de eder vezir de|1|SEXIST
Canım istedi yaptım bir de size basın açıklaması mı yapayım orospu çocukları|1|PROFANITY
kadın kısmını bağlamaz|1|SEXIST
evet hassas ve istismara açık bir konu|0|OTHER
erkek kardeşini hiç gördün mü|0|OTHER
pis palikarya|1|RACIST
kadının eline silah yakışmaz|1|SEXIST
allah canımı alsada ölmüşlerini siksem|1|PROFANITY
piçliğinden de ödün vermiyorsun|1|PROFANITY
götü boklu şaşırmış|1|PROFANITY
Kadın kocasının çarığı anasının sarığıdır|1|SEXIST
benden sana tavsiye bir Kayserili ile ticaret yapma|1|RACIST
suudi arabistan mısır birleşik arap emirlikleri azerbaycan makedonya rusya ingiltere ve dubai de bulunan mobilya dergileri ve önemli gazetelerde reklamlarımız yayınlanmıştır|0|OTHER
sanırım tom zaten biliyor|0|OTHER
Ben böyle hayatın izzeti ikramını sikeyim|1|PROFANITY
Zenciler beş para etmezler|1|RACIST
türk kürt kardeştir|0|OTHER
 |1|SEXIST
bu evrensel dünyanın doğuşuydu|0|OTHER
bu gerçek bir hikaye birkaç hafta önce yaşandı|0|OTHER
am balığı|1|PROFANITY
sıçılmış bok|1|PROFANITY
Avusturyada her geçen gün müslümanlara karşı saldırılar artmakta|1|RACIST
Esmer tenli kadınlar Arap olmalı|1|RACIST
saklanan kostüm ve dekordan daha sonra başka bir oyun için gerekli görülürse kostümde ve dekorda bazı değişiklikler yapılarak kullanılırdı|0|OTHER
Müslüman ne anlar bilimden|1|RACIST
Ağızının ayarı yok mu senin|1|INSULT
Rum tohumu|1|RACIST
kuru götlü oğlan gibi kız|1|SEXIST
bu konu hakkında gerçekten mutsuzum|0|OTHER
oysa finans kesimindeki gelişmeler kapitalist sistemden bir sapmaydı ve şimdi kapitalist sistemin rayına oturtulmasına çalışılıyor|0|OTHER
ananı düdüklü tencereye bağlar öttüre öttüre sikerim|1|PROFANITY
çalışırken sizi neyi olumlu neyin olumsuz etkilediğini bilmek ve ona göre hareket etmek çalışma performansınızı olumlu yönde etkiler|0|OTHER
Alevi ile bizler çok farklıyız|1|RACIST
Babanın götüne koyayım|1|PROFANITY
o benim butun parti ici iliskilerimi mahveder gibi bir yaklasim sergilemisti|0|OTHER
bizim mal insanlara verecek cevabımız yok|1|INSULT
NANKÖR KÖPEKLER ÇOK BİLE DURDULAR ÜLKEMİZDE DEFOLUP GİTSİNLER|1|RACIST
sarhoş köpek|1|INSULT
bacaklarını gösterıyorsa istiyordur|1|SEXIST
Bütün mülteciler sınır dışı edilsin|1|RACIST
öğretmen sayısı en az üç olan branşlarda müstakil zümre başkanı görevlendirilir|0|OTHER
yanar dönerli pezevenk çocuğu|1|PROFANITY
kadınlar mental olarak güçsüzdür|1|SEXIST
siki taşağına denk|1|PROFANITY
odun kafalının tekisin|1|INSULT
o bosbogaza guvenip sir verme|1|INSULT
regaip kelimesi güzel şeyleri arzu etmek istemek elde etmeye gayret etmek anlamlarına gelir|0|OTHER
Çingene kızı hatun olmaz dilenmezse karnı doymaz|1|RACIST
Avrupa hristiyan cemiyetidir müslümanları sevmezler|1|RACIST
onlar ilk düzeyde bulunurlar|0|OTHER
ciğerine sokam yolunu, sikem|1|PROFANITY
Kadinlar sadece guzel gorunmek icin varlar.|1|SEXIST
q|0|PROFANITY
korku ve müdafaa gayreti onun karşılığı|0|OTHER
paket silah ve benzeri eşyaların bagajda daha güvenli bir şekilde taşınmasını sağlar|0|OTHER
kekelemeden konuşamıyor bile sunum yaptıracağız|1|INSULT
Dogumgunumde babamdan bir spor araba istedim.|1|OTHER
yamuk yapma yetime gelir koyar götüne|1|PROFANITY
siz koyun güderken biz çoban sikiyorduk|1|PROFANITY
Böyle gençliğin sonbaharını sikeyim|1|PROFANITY
şerefsiz dümbük|1|INSULT
Sen bu hayatta nefes bile alma tükettiğin oksijene yazık gerizekalı beyinsiz|1|INSULT
hıyar amcığı|1|PROFANITY
t|0|OTHER
Acemi oğlan işini uçkuru düşük kadından öğrenir|1|SEXIST
demi beni üç öpüşte tanıdı|0|OTHER
henüz tam olarak gelişmemiş olan bu yeni dil ile birçok şeyi kolaylıkla yapmak mümkün olacak|0|OTHER
götünüze meteor düşer inşallah|1|PROFANITY
martı kaşlı|1|INSULT
Hollandalıların çoğu sosyal yaşamlarında iletişimleri düşük ve soğuk kanlı kişilerdir|1|RACIST
bu bağlamda sınıflarda bir konuşma ve tartışma ortamı oluşturmaya çok önem vermektedir|0|OTHER
kılıbıklıkda moda oldu|1|SEXIST
akşam ezanından sonra dışarı çıkan kadın aranıyordur|1|SEXIST
Kadının sırtından sopayı eksik edersen başın ağrır|1|SEXIST
tüm yemeklerde zeytinyağ kullanılmaktadır|0|OTHER
Yunanlar adalara el koyan Batının sırtına yaslanmış korkak ülkedir|1|RACIST
ulaşım için ne yaptınız|0|OTHER
Türkler ve Kürtler birdir Avrupa- ve& Amerika bunu bozmaya, çalışmaktadır|1|RACIST
kahrolasıca herif|1|INSULT
sağlam şarkılar dinleyip yarak gibi hayatlar yaşıyoruz|1|PROFANITY
Kürt yer çarığına bakar|1|RACIST
Çin Uygur Türklerini asimile etmek için yapmadığı işkence kalmamıştır|1|RACIST
Hintliler pis kokar|1|RACIST
bu ne amına koyim|1|PROFANITY
yarrakta bile kafa var sende yok|1|PROFANITY
acemi nalbant kürt eşeğinde dener kendini|1|RACIST
sulama şalgam suyu çok seven bir bitkidir|0|OTHER
mültecilere kapımız kapalı|1|RACIST
"Jahrein: Sen azılı bir aktrolsün. Sen boktan sözlük sayfalarına viral reklamlar aldın. Sen parayla entry girdin. Sonra işe yaramaz boktan sözlüklerini satıp amerika'ya kaçtın.

Serkan İnci: Kaçak şekilde hakaret ve iftiralar atarak tartışılmaz koçum. Bilgine, zekana, fikir…"|1|INSULT
ayakkabıyın içindeki ayağındaki çorabının götünü sikem|1|PROFANITY
Kadınlar evlenilmek için yaratılmıştır|1|SEXIST
ananı ranzanın üstüne koyar alttan sikerim|1|PROFANITY
rusya ve ukrayna birbirine komşu iki sınır ülkedir|0|OTHER
erkek dediğin kadının elindekileri de taşır|1|SEXIST
aşağılık pislik|1|INSULT
Amerikalılar köledir|1|RACIST
sikim Gökkuşağına döndü|1|PROFANITY
bırak siktir olup gitsin ağlayıp durma arkasından|1|PROFANITY
Dul başına üstesinden gelemezsin|1|SEXIST
Benim canım sağolsun sen zaten hey maşallah öküz gibisin|1|INSULT
cekme anani bacini sikeyim cekme|1|PROFANITY
karının lafıyla hareket mi edilir|1|SEXIST
kısa filmler öyle çıktı|0|OTHER
orumcekler gercekten kuresel varliklar|0|OTHER
bok böceği gibisin|1|INSULT
Senin gibi akıllı bir kıza yakışıyor mu|1|SEXIST
gelin yürüyüşümüzü birlikte sürdürelim|0|OTHER
Müslümanlık dışındaki diğer dinler saçma temellere dayanmaktadır|1|RACIST
Alçaksın gözümden kaybol|1|INSULT
Çingeneler dilenci olur|1|RACIST
Seni aydinlatan gunesi sikeyim|1|PROFANITY
tam istisna edilen mal teslimleri nedeniyle yüklenilen vergiler vergiye tabi işlemler üzerinden hesaplanan vergiden indirilecektir|0|OTHER
çocuklar tarafından ilgi duymaya ün salmaya başlayınca kedi köpek ve domuz gibi çocuklar için birçok başarılı hayvan temalı oyuncaklar üretti|0|OTHER
Eşeğe kürt demişler iki hafta saman yememiş|1|RACIST
üşüyen öğrencilere öğretmenler ve veliler montlarını vererek ısıtmaya çalıştılar|0|OTHER
Allah canımı alsada senin ölmüşlerini siksem|1|PROFANITY
Aptal bi adam sevdiğinin değerini bilemeyecek kadar aptaldır|1|INSULT
Adamsan yaparsın|1|SEXIST
ağzınla 31 çekeyim|1|PROFANITY
kürtaj gazisi diye dövme yaptırsam mı acaba|1|PROFANITY
Kadın, kısmısı erkeklerle çalışamaz|1|SEXIST
sikilen maymun ıhlamur ağacına çıkarmış|1|PROFANITY
